title,authors,authors_original,authors_source,authors_metadata_title,authors_match_score,year,venue,link,snippet,cited_by_text,cited_by_url
Reactive informative planning for mobile manipulation tasks under sensing and environmental uncertainty,"Mariliza Tzes, Vasileios Vasilopoulos, Yiannis Kantaros, George J. Pappas","M Tzes, V Vasilopoulos, Y Kantaros…",openalex,Reactive Informative Planning for Mobile Manipulation Tasks under Sensing and Environmental Uncertainty,1.000,2022,"… on Robotics and …, 2022",https://ieeexplore.ieee.org/abstract/document/9811642/,"In this paper we address mobile manipulation planning problems in the presence of sensing and environmental uncertainty. In particular, we consider mobile sensing manipulators …",Cited by 10,"https://www.gupiaoq.com/scholar?cites=15749693610834075694&as_sdt=2005&sciodt=0,5&hl=en"
"Push Smarter, Not Harder: Hierarchical RL-Diffusion Policy for Efficient Nonprehensile Manipulation","Steven Caro, Stephen L. Smith","S Caro, SL Smith",openalex,"Push Smarter, Not Harder: Hierarchical RL-Diffusion Policy for Efficient Nonprehensile Manipulation",1.000,2026,"IEEE Robotics and Automation Letters, 2026",https://ieeexplore.ieee.org/abstract/document/11513886/,"Nonprehensile manipulation, such as pushing objects across cluttered environments, presents a challenging control problem due to complex contact dynamics and long-horizon …",,
Human–robot mechanics model using hip torque identification with a dual-arm nursing-care transfer robot,"Zhiqiang Yang, Hao Lu, Mengqian Chen, Qifei Guan, Qiming Liu, Shijie Guo","Z Yang, H Lu, M Chen, Q Guan…",openalex,Human–robot mechanics model using hip torque identification with a dual-arm nursing-care transfer robot,1.000,2024,"International Journal of …, 2024",https://journals.sagepub.com/doi/abs/10.1177/17298806241249848,"In response to the growing demand for robotic interventions to mitigate the profound physical strain experienced by caregivers during transfers, dual-arm robotic systems have …",Cited by 4,"https://www.gupiaoq.com/scholar?cites=1750690028506392147&as_sdt=2005&sciodt=0,5&hl=en"
Physics-informed Neural Time Fields for Prehensile Object Manipulation,"Hanwen Ren, Ruiqi Ni, Ahmed H. Qureshi","H Ren, R Ni, AH Qureshi",openalex,Physics-informed Neural Time Fields for Prehensile Object Manipulation,1.000,2025,"2025 IEEE/RSJ International …, 2025",https://ieeexplore.ieee.org/abstract/document/11246588/,"Object manipulation skills are necessary for robots operating in various daily-life scenarios, ranging from warehouses to hospitals. They allow the robots to manipulate the given object …",Cited by 1,"https://www.gupiaoq.com/scholar?cites=11391905726489035922&as_sdt=2005&sciodt=0,5&hl=en"
Identifying mechanical models of unknown objects with differentiable physics simulations,"Chang‐Kyu Song, Abdeslam Boularias","C Song, A Boularias",openalex,Identifying Mechanical Models of Unknown Objects with Differentiable Physics Simulations,1.000,2020,"Learning for Dynamics and Control, 2020",http://proceedings.mlr.press/v120/song20a.html,This paper proposes a new method for manipulating unknown objects through a sequence of non-prehensile actions that displace an object from its initial configuration to a given goal …,Cited by 13,"https://www.gupiaoq.com/scholar?cites=4060367256479419833&as_sdt=2005&sciodt=0,5&hl=en"
Semi-autonomous teleoperation via learning non-prehensile manipulation skills,"Sangbeom Park, Yoonbyung Chai, Sunghyun Park, Jeongeun Park, Kyungjae Lee, Sungjoon Choi","S Park, Y Chai, S Park, J Park, K Lee…",openalex,Semi-Autonomous Teleoperation via Learning Non-Prehensile Manipulation Skills,1.000,2022,"… on Robotics and …, 2022",https://ieeexplore.ieee.org/abstract/document/9811823/,"In this paper, we present a semi-autonomous teleoperation framework for a pick-and-place task using an RGB-D sensor. In particular, we assume that the target object is located in a …",Cited by 10,"https://www.gupiaoq.com/scholar?cites=12775679360804599779&as_sdt=2005&sciodt=0,5&hl=en"
Predicting grasping order in clutter environment by using both color image and points cloud,"Peichen Wu, Wenbo Chen, Hongrui Liu, Yifan Duan, Nan Lin, Xiaoping Chen","P Wu, W Chen, H Liu, Y Duan, N Lin…",openalex,Predicting Grasping Order in Clutter Environment by Using Both Color Image and Points Cloud,1.000,2019,"2019 WRC symposium …, 2019",https://ieeexplore.ieee.org/abstract/document/8931929/,"Grasping selection for a individual object has been developed many years, and there many feasible proposals have been presented. However, for a robot serving in daily life, this …",Cited by 12,"https://www.gupiaoq.com/scholar?cites=13402893930065391362&as_sdt=2005&sciodt=0,5&hl=en"
Disentangling planning and control for non-prehensile tabletop manipulation,"Vishal Mandadi, Kallol Saha, Dipanwita Guhathakurta, Muzaffar Qureshi, Aditya Agarwal, Bipasha Sen, Dipanjan Das, Brojeshwar Bhowmick, Arun Kumar Singh, Madhava Krishna","VR Mandadi, K Saha, D Guhathakurta…",openalex,Disentangling Planning and Control for Non-Prehensile Tabletop Manipulation,1.000,2023,"2023 IEEE 19th …, 2023",https://ieeexplore.ieee.org/abstract/document/10260462/,"Manipulating a target object using non-prehensile actions presents a complex problem that requires addressing multiple constraints, such as finding collision-free trajectories, modeling …",Cited by 4,"https://www.gupiaoq.com/scholar?cites=11061839787820253271&as_sdt=2005&sciodt=0,5&hl=en"
Trajectory adjustment for nonprehensile manipulation using latent space of trained sequence-to-sequence model,"Kyo Kutsuzawa, Sho Sakaino, Toshiaki Tsuji","K Kutsuzawa, S Sakaino, T Tsuji",openalex,Trajectory adjustment for nonprehensile manipulation using latent space of trained sequence-to-sequence model,1.000,2019,"Advanced Robotics, 2019",https://www.tandfonline.com/doi/abs/10.1080/01691864.2019.1673204,"When robots are used to manipulate objects in various ways, they often have to consider the dynamic constraint. Machine learning is a good candidate for such complex trajectory …",Cited by 10,"https://www.gupiaoq.com/scholar?cites=16542969069383500617&as_sdt=2005&sciodt=0,5&hl=en"
ViLaBot: Connecting Vision and Language for Robots That Assist Humans at Home,"Asfand Yaar, Marco Rosano, Antonino Furnari, Aki Härmä, Giovanni Maria Farinella","A Yaar, M Rosano, A Furnari, A Härmä…",openalex,ViLaBot: Connecting Vision and Language for Robots That Assist Humans at Home,1.000,2024,"… on Metrology for …, 2024",https://ieeexplore.ieee.org/abstract/document/10796808/,"Despite significant advancements in the field of vision, language and robotics, integrating these capabilities to create an autonomous robot assistant remains a challenge. This paper …",Cited by 1,"https://www.gupiaoq.com/scholar?cites=17691590500696414502&as_sdt=2005&sciodt=0,5&hl=en"
[HTML] Task and Motion Planning for grasping targets with object rearrangement in confined workspaces,"Jinhwi Lee, ChangHwan Kim","J Lee, CH Kim",crossref,Task and Motion Planning for grasping targets with object rearrangement in confined workspaces,0.974,2025,"Robotics and Autonomous Systems, 2025",https://www.sciencedirect.com/science/article/pii/S0921889025001885,We propose a planning algorithm for rearranging objects with a robot manipulator to grasp a target object within a cluttered environment. Our algorithm accounts for challenges posed by …,Cited by 1,"https://www.gupiaoq.com/scholar?cites=2268523541682147258&as_sdt=2005&sciodt=0,5&hl=en"
Hierarchical policy for non-prehensile multi-object rearrangement with deep reinforcement learning and Monte Carlo tree search,"Fan Bai, Fei Meng, Jianbang Liu, Jiankun Wang, Max Q.‐H. Meng","F Bai, F Meng, J Liu, J Wang, MQH Meng",openalex,Hierarchical Policy for Non-prehensile Multi-object Rearrangement with Deep Reinforcement Learning and Monte Carlo Tree Search,1.000,2021,"arXiv preprint arXiv …, 2021",https://arxiv.org/abs/2109.08973,Non-prehensile multi-object rearrangement is a robotic task of planning feasible paths and transferring multiple objects to their predefined target poses without grasping. It needs to …,Cited by 7,"https://www.gupiaoq.com/scholar?cites=3395399612210638941&as_sdt=2005&sciodt=0,5&hl=en"
Identifying mechanical models through differentiable simulations,"Chang‐Kyu Song, Abdeslam Boularias","C Song, A Boularias",openalex,Identifying Mechanical Models through Differentiable Simulations,1.000,2005,"arXiv preprint arXiv:2005.05410, 2020",https://arxiv.org/abs/2005.05410,This paper proposes a new method for manipulating unknown objects through a sequence of non-prehensile actions that displace an object from its initial configuration to a given goal …,Cited by 10,"https://www.gupiaoq.com/scholar?cites=18147937210901201619&as_sdt=2005&sciodt=0,5&hl=en"
: distilling for long-horizon prehensile and non-prehensile manipulation,"Haewon Jung, Donguk Lee, Haecheol Park, JunHyeop Kim, Beomjoon Kim","H Jung, D Lee, H Park, JH Kim, B Kim",page-meta,$\texttt{SPIN}$: distilling $\texttt{Skill-RRT}$ for long-horizon prehensile and non-prehensile manipulation,0.828,2025,"arXiv preprint arXiv:2502.18015, 2025",https://arxiv.org/abs/2502.18015,"Current robots struggle with long-horizon manipulation tasks requiring sequences of prehensile and non-prehensile skills, contact-rich interactions, and long-term reasoning. We …",,
Retrieving objects from clutter using a mobile robotic manipulator,"KiBeom Kim, Jinhwi Lee, ChangHwan Kim, Changjoo Nam","KB Kim, J Lee, CH Kim, C Nam",openalex,Retrieving objects from clutter using a mobile robotic manipulator,1.000,2019,"2019 16th International …, 2019",https://ieeexplore.ieee.org/abstract/document/8768576/,This paper presents a task and motion planning method for retrieving a target object from clutter using a mobile robotic manipulator. We consider a configuration of objects where the …,Cited by 8,"https://www.gupiaoq.com/scholar?cites=1744132041027609018&as_sdt=2005&sciodt=0,5&hl=en"
A model predictive approach for online mobile manipulation of non-holonomic objects using learned dynamics,"Roya Sabbagh Novin, Amirmehdi Yazdani, Andrew Merryweather, Tucker Hermans","R Sabbagh Novin, A Yazdani…",openalex,A model predictive approach for online mobile manipulation of non-holonomic objects using learned dynamics,1.000,2021,"… Journal of Robotics …, 2021",https://journals.sagepub.com/doi/abs/10.1177/0278364921992793,Assistive robots designed for physical interaction with objects will play an important role in assisting with mobility and fall prevention in healthcare facilities. Autonomous mobile …,Cited by 7,"https://www.gupiaoq.com/scholar?cites=5303280140110714686&as_sdt=2005&sciodt=0,5&hl=en"
Prehensile Robotic pick-and-place in clutter with Deep Reinforcement Learning,"Muhammad Babar Imtiaz, Yuansong Qiao, Brian Lee","MB Imtiaz, Y Qiao, B Lee",openalex,Prehensile Robotic pick-and-place in clutter with Deep Reinforcement Learning,1.000,2022,"2022 International Conference on …, 2022",https://ieeexplore.ieee.org/abstract/document/9873426/,"In this paper, we present a self-learning deep reinforcement learning-based framework for industrial pick-and-place tasks in a cluttered environment through intelligent prehensile …",Cited by 4,"https://www.gupiaoq.com/scholar?cites=12795737221498635666&as_sdt=2005&sciodt=0,5&hl=en"
Model-based reinforcement learning with LSTM networks for non-prehensile manipulation planning,"Jeffrey Fong, Domenico Campolo, Cihan Acar, Keng Peng Tee","J Fong, D Campolo, C Acar…",openalex,Model-Based Reinforcement Learning with LSTM Networks for Non-Prehensile Manipulation Planning,1.000,2021,"2021 21st international …, 2021",https://ieeexplore.ieee.org/abstract/document/9649940/,"Solving non-prehensile manipulation tasks requires domain knowledge involving various interactions such as switching contact dynamics between the robot and the object, and the …",Cited by 5,"https://www.gupiaoq.com/scholar?cites=9345809440770146554&as_sdt=2005&sciodt=0,5&hl=en"
Analysis on conveying of miniature and microparts on a platform subjected to sinusoidal displacement cycles with controlled dry friction,"Sigitas Kilikevičius, Algimantas Fedaravičius, Virginija Daukantienė, Kristina Liutkauskienė","S Kilikevičius, A Fedaravičius, V Daukantienė…",openalex,Analysis on Conveying of Miniature and Microparts on a Platform Subjected to Sinusoidal Displacement Cycles with Controlled Dry Friction,1.000,2022,"Mechanics, 2022",https://www.mechanika.ktu.lt/index.php/Mech/article/view/28195,This paper presents a novel method for convey-ing of miniature and microparts on a subjected to sinusoi-dal displacement cycles in the horizontal direction when the effective …,Cited by 6,"https://www.gupiaoq.com/scholar?cites=7201349081566694368&as_sdt=2005&sciodt=0,5&hl=en"
Model Predictive Trees: Sample-Efficient Receding Horizon Planning with Reusable Tree Search,"John Lathrop, Rivi`ere, Benjamin, Jedidiah Alindogan, Soon‐Jo Chung","J Lathrop, B Rivière, J Alindogan…",openalex,Model Predictive Trees: Sample-Efficient Receding Horizon Planning with Reusable Tree Search,1.000,2024,"2024 IEEE/RSJ …, 2024",https://ieeexplore.ieee.org/abstract/document/10802673/,"We present Model Predictive Trees (MPT), a receding horizon tree search algorithm that improves its performance by reusing information efficiently. Whereas existing solvers reuse …",Cited by 1,"https://www.gupiaoq.com/scholar?cites=12104047170993467997&as_sdt=2005&sciodt=0,5&hl=en"
Monte-carlo tree search for efficient visually guided rearrangement planning,"Yann Labbé, Sergey Zagoruyko, Igor Kalevatykh, Ivan Laptev, Justin Carpentier, Mathieu Aubry, Josef Šivic","Y Labbé, S Zagoruyko, I Kalevatykh, I Laptev…",openalex,Monte-Carlo Tree Search for Efficient Visually Guided Rearrangement Planning,1.000,2019,"arXiv preprint arXiv …, 2019",https://arxiv.org/abs/1904.10348,"We address the problem of visually guided rearrangement planning with many movable objects, ie, finding a sequence of actions to move a set of objects from an initial arrangement …",Cited by 6,"https://www.gupiaoq.com/scholar?cites=3596893440177839572&as_sdt=2005&sciodt=0,5&hl=en"
Causal Policy Learning from Self-play for Effective Non-prehensile Planar Manipulation,"Zepeng Sun, Yong Guan, Jie Zhang, Zhiping Shi, Zhenzhou Shao","Z Sun, Y Guan, J Zhang, Z Shi, Z Shao",openalex,Causal Policy Learning from Self-play for Effective Non-prehensile Planar Manipulation,1.000,2024,"International Conference on …, 2024",https://link.springer.com/chapter/10.1007/978-981-96-6948-6_9,"Non-prehensile manipulation plays a crucial role in the field of robotics, especially when objects are irregular, cumbersome or heavy. Traditional approaches are usually …",,
An initialization method of deep q-network for learning acceleration of robotic grasp,"Yanxu Hou, Jun Li, Zihan Fang, Xuechao Zhang","Y Hou, J Li, Z Fang, X Zhang",crossref,An Initialization Method of Deep Q-network for Learning Acceleration of Robotic Grasp,1.000,2020,"2020 IEEE International …, 2020",https://ieeexplore.ieee.org/abstract/document/9238061/,"Generally, self-supervised learning of robotic grasp utilizes a model-free Reinforcement Learning method, eg, a Deep Q-network (DQN). A DQN makes use of a high-dimensional Q …",Cited by 3,"https://www.gupiaoq.com/scholar?cites=9256549134949451329&as_sdt=2005&sciodt=0,5&hl=en"
"Learning to rock-and-walk: Dynamic, non-prehensile, and underactuated object locomotion through reinforcement learning","Abdullah Nazir, Pu Xu, Juan Rojas, Jungwon Seo","A Nazir, X Pu, J Rojas, J Seo",openalex,"Learning to Rock-and-Walk: Dynamic, Non-Prehensile, and Underactuated Object Locomotion Through Reinforcement Learning",1.000,2022,"2022 International Conference …, 2022",https://ieeexplore.ieee.org/abstract/document/9811554/,"When moving objects that are too bulky or heavy to be grasped or lifted, robotic manipulation can benefit from the object's interaction with the support surface and its natural …",Cited by 1,"https://www.gupiaoq.com/scholar?cites=2877815852261302073&as_sdt=2005&sciodt=0,5&hl=en"
[Retracted] Simulation Design of a Live Working Manipulator for Patrol Inspection in Power Grid,Journal of Robotics,"T Xie, Z Li, Y Zhang, B Yuan, X Liu",openalex,Retracted: Simulation Design of a Live Working Manipulator for Patrol Inspection in Power Grid,1.000,2022,"Journal of Robotics, 2022",https://onlinelibrary.wiley.com/doi/abs/10.1155/2022/7318090,"The distribution line network is the electric power infrastructure directly facing the users, with the characteristics of large coverage and complex network, and its operation safety is …",Cited by 1,"https://www.gupiaoq.com/scholar?cites=3366400754132598404&as_sdt=2005&sciodt=0,5&hl=en"
Assisting Humans in Complex Environments with Robots [Assistere gli esseri umani in ambienti complessi con i robot],"Yaar, Asfand",A Yaar,page-meta,Assisting Humans in Complex Environments with Robots  [Assistere gli esseri umani in ambienti complessi con i robot],1.000,2025,2025,https://tesidottorato.depositolegale.it/handle/20.500.14242/285207,"Despite significant advancements in the field of vision, language and robotics, integrating these capabilities to create an autonomous robot assistant remains a challenge. In this work …",,
Mobile Mission Planning in Uncertain Environments,ME Tzes,,,,,2024,2024,https://search.proquest.com/openview/9b99c27b620fb329d102902e49661984/1?pq-origsite=gscholar&cbl=18750&diss=y,"Recent advancements in robotics have significantly enhanced the capabilities of robots in various mission planning tasks such as environmental monitoring, structure inspection, and …",,
A New Method Combining Single-Point Push and Double-Point Complete Push for Partially Observable Scenarios,"Jiawei Zhang, Chengchao Bai, Jifeng Guo","J Zhang, C Bai, J Guo",crossref,A New Method Combining Single-Point Push and Double-Point Complete Push for Partially Observable Scenarios,1.000,2023,"2023 IEEE/RSJ International …, 2023",https://ieeexplore.ieee.org/abstract/document/10342422/,"Pushing objects into a target configuration is an important skill for robots. When there are obstacles in the scenario, the movement range of the objects will be limited, and objects are …",,
[B] Towards Multi-modal Perception and Mechatronic System Design for Robotic Manipulation,Kun Zhang,K Zhang,crossref,Towards multi-modal perception and mechatronic system design for robotic manipulation,0.988,2024,2024,https://search.proquest.com/openview/449dcb90983be11e47818b862f2ecbae/1?pq-origsite=gscholar&cbl=2026366&diss=y,"In recent years, the rapid advancement of robotics has led to a surge of interest in the dexterous manipulation capabilities of robots, which holds the potential to address a wide …",,
Effective and robust non-prehensile manipulation via persistent homology guided monte-carlo tree search,"Ewerton R. Vieira, Kai Gao, Daniel Nakhimovich, Kostas E. Bekris, Jingjin Yu","ER Vieira, K Gao, D Nakhimovich, KE Bekris…",openalex,Effective and Robust Non-Prehensile Manipulation via Persistent Homology Guided Monte-Carlo Tree Search,1.000,2023,"… on Experimental Robotics, 2023",https://link.springer.com/chapter/10.1007/978-3-031-63596-0_17,"Performing object retrieval in real-world workspaces must tackle challenges including uncertainty and clutter. One option is to apply prehensile operations, which can be time …",Cited by 1,"https://www.gupiaoq.com/scholar?cites=15051335217393658625&as_sdt=2005&sciodt=0,5&hl=en"
Effective and Robust Non-prehensile Manipulation via Persistent Homology,"ER Vieiral, K Gao, D Nakhimovich…",,,,,2024,"… Robotics: The 18th …, 2024",https://www.google.com/books?hl=en&lr=&id=IeoXEQAAQBAJ&oi=fnd&pg=PA192&ots=0UgiwkGAFq&sig=pJXGvCV7-QwnCQtoMb5-IH0U3Y8,"Performing object retrieval in real-world workspaces must tackle challenges including uncertainty and clutter. One option is to apply prehensile operations, which can be time …",,
[PDF] Manipulation Among Movable Objects for Pick-and-Place Tasks in Cluttered 3D Workspaces,D Saxena,,,,,2023,2023,https://kilthub.cmu.edu/ndownloader/files/42901867,"In cluttered real-world workspaces, simple pick-and-place tasks for robot manipulators can be quite challenging to solve. Often there is no collisionfree trajectory that allows the robot to …",,
Complete and Efficient Prehensile Rearrangement in Confined Spaces Under Kinematic Constraints,R Wang,,,,,2023,2023,https://search.proquest.com/openview/ad91dc906dd70e5b11bc722d6f6709ea/1?pq-origsite=gscholar&cbl=18750&diss=y,"This thesis aims to provide complete, efficient, and high-quality solutions for task and motion planning problems in the area of robot manipulation with multiple objects. Specifically, the …",,
"Towards autonomous selective harvesting: A review of robot perception, robot design, motion planning and control","Vishnu Rajendran, Bappaditya Debnath, Sariah Mghames, Willow Mandil, Soran Parsa, Simon Parsons, Amir M. Ghalamzan E.","V Rajendran Sugathakumary, B Debnath, S Mghames…",openalex,"Towards autonomous selective harvesting: A review of robot perception, robot design, motion planning and control",1.000,,repository.lincoln.ac.uk,https://repository.lincoln.ac.uk/articles/journal_contribution/Selective_Harvesting_Robots_A_Review/24876690,"Climate change and population growth have created significant challenges for global food production, and ensuring food security requires a resilient food-production system. One of …",,
Local and Global Search-Based Planning for Object Rearrangement in Clutter,"Jinhwi Lee, Changjoo Nam, Jong Hyeon Park, Changhwan Kim","J Lee, C Nam, JH Park, C Kim",crossref,Local and Global Search-Based Planning for Object Rearrangement in Clutter,1.000,2022,"IEEE Access, 2022",https://ieeexplore.ieee.org/abstract/document/9999213/,"We propose two algorithms based on local and global searches for a Task and Motion Planning (TAMP) problem, which considers a robotic manipulator to rearrange obstacles …",Cited by 1,"https://www.gupiaoq.com/scholar?cites=6090618546384072473&as_sdt=2005&sciodt=0,5&hl=en"
Joint path and push planning among movable obstacles,"Emeli, Victor, Cosgun, Akansel","V Emeli, A Cosgun",page-meta,Joint Path and Push Planning Among Movable Obstacles,1.000,2010,"arXiv preprint arXiv:2010.14733, 2020",https://arxiv.org/abs/2010.14733,This paper explores the Navigation Among Movable Obstacles (NAMO) problem and proposes joint path and push planning: which path to take and in what direction the …,Cited by 1,"https://www.gupiaoq.com/scholar?cites=5694272530015193624&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] From A to Ω: Pixel Art with,"J Ahn, C Mavrogiannis",,,,,,researchgate.net,https://www.researchgate.net/profile/Christoforos-Mavrogiannis/publication/392863098_From_A_to_O_Pixel_Art_with_a_Mobile_Robot/links/6855814393040b17338c453c/From-A-to-O-Pixel-Art-with-a-Mobile-Robot.pdf,We describe an autonomous system that can create room-scale pixel art by guiding a mobile robot to rearrange a set of pixels via pushing. The technical foundation of our system is a …,,
[PDF] Selective Harvesting Robots: A Review,"S Vishnu Rajendran, UK Lincoln, B Debnath…",,,,,,researchgate.net,https://www.researchgate.net/profile/Amir-Ghalamzan/publication/372704947_Towards_autonomous_selective_harvesting_A_review_of_robot_perception_robot_design_motion_planning_and_control/links/65143f67cce2460b6c391fdd/Towards-autonomous-selective-harvesting-A-review-of-robot-perception-robot-design-motion-planning-and-control.pdf,"Climate change and population growth have created significant challenges for global food production, and ensuring food security requires a resilient food-production system. One of …",,
Manipulation and Perception Policies for Robot Mechanical Search,MJ Danielczuk,,,,,2022,2022,https://search.proquest.com/openview/c362672e7e271729619b94778e609381/1?pq-origsite=gscholar&cbl=18750&diss=y,"When operating in unstructured and semi-structured environments such as warehouses, homes, and retail centers, robots are frequently required to interactively search for and …",,
"[PDF] Review on Wearable System for Positioning Ultrasound Scanner. Machines 2023, 11, 325","L Li, L Zhao, R Hassan, H Ren",,,,,2023,2023,https://www.academia.edu/download/103252641/pdf.pdf,"Although ultrasound (US) scan or diagnosis became widely employed in the 20th century, it still plays a crucial part in modern medical diagnostics, serving as a diagnostic tool or a …",,
Self-configuring Robotic Systems: the use of Deep Reinforcement Learning as a tool for Industrial Manipulators,"Sangiovanni, Bianca",B Sangiovanni,page-meta,Self-configuring Robotic Systems: the use of Deep Reinforcement Learning as a tool for Industrial Manipulators,1.000,2021,2021,https://iris.unipv.it/handle/11571/1436277,"The present Thesis aims to present different examples of self-configuring systems involving robotic manipulators. With self-configuring systems, we refer to systems featuring the ability …",,
Rock-And-Walk Manipulation: Object Transport by Passive Rolling Dynamics and Periodic Active Control,Syed Abdullah Nazir,SA Nazir,crossref,Rock-and-walk manipulation : object transport by passive rolling dynamics and periodic active control,1.000,2021,2021,https://search.proquest.com/openview/f41aecc4b223f606ba519ba4425d0e4c/1?pq-origsite=gscholar&cbl=2026366&diss=y,"When moving objects that are too bulky or heavy to be grasped or lifted, robotic manipulation can benefit from the object's interaction with a support surface and its natural …",,
Learning of Motion Generation for Various Situations based on Sequence-to-Sequence Models,沓澤京,,,,,2020,"(No Title), 2020",https://cir.nii.ac.jp/crid/1910020910746505600,Learning of Motion Generation for Various Situations based on Sequence-to-Sequence Models | CiNii Research CiNii 国立情報学研究所 学術情報ナビゲータ[サイニィ] 詳細へ移動 検索フォームへ …,,
[PDF] Planning for efficient rearrangement of obstacles for grasping objects in cluttered environments,"C Nam, J Lee, CH Kim",,,,,,birmingham.ac.uk,https://www.birmingham.ac.uk/Documents/college-eps/metallurgy/tigworkshop/2.pdf,We present a fast planning algorithm for grasping an object in clutter which computes a plan for relocating obstacles to generate a trajectory of an end effector to the target. We consider …,,
[PDF] Robotic Manipulation Primitives,E Huang,,,,,2021,2021,https://kilthub.cmu.edu/ndownloader/files/30848986,The central theme in robotic manipulation is that of the robot interacting with the world through physical contact. We tend to describe that physical contact using specific words that …,,
듀엘링과 병목구조 기반의 심층 강화학습을 이용한 로봇팔 제어 기법,김성준， 김병욱,,,,,2021,"전기학회논문지, 2021",https://www.dbpia.co.kr/Journal/articleDetail?nodeId=NODE10672325,"In this paper, we propose a deep reinforcement learning network using dueling and bottleneck structure to improve the task completion rate and computational efficiency of a …",,
병목 구조를 적용한 심층 강화학습 기반 로봇 팔 학습 및 제어성능 개선 기법,김성준， 김병욱,,,,,2021,"한국정보과학회 학술발표논문집, 2021",https://www.dbpia.co.kr/Journal/articleDetail?nodeId=NODE10583068,이 연구에서는 심층 강화학습 신경망 구조에 병목 구조를 적용하여 로봇 팔 학습 및 제어 성능을 개선할 수 있는 기법을 제안한다. 로봇의 카메라에서 획득한 영상정보를 입력으로 받아 파지 …,,
[C] Discrete and Continuous Trajectory Optimization Methods for Complex Robot Systems,D Guhathakurta,,,,,2023,2023,,,Cited by 2,"https://www.gupiaoq.com/scholar?cites=6578711043592468293&as_sdt=2005&sciodt=0,5&hl=en"
"[C] Industrial Applications of Remote Monitoring, Learning, and Actuation",S Aeron,,,,,2024,2024,,,,
"[C] Un método para el acomodo de objetos basado en intercambios ponderados, que minimiza el costo de acceso global a estos",JAL López,,,,,2024,2024,,,,
