title,authors,authors_original,authors_source,authors_metadata_title,authors_match_score,year,venue,link,snippet,cited_by_text,cited_by_url
"Uni-DPM: Unifying Self-Supervised Monocular Depth, Pose, and Object Motion Estimation With a Shared Representation","Guanghui Wu, Lili Chen, Zengping Chen","G Wu, L Chen, Z Chen",openalex,"Uni-DPM: Unifying Self-Supervised Monocular Depth, Pose, and Object Motion Estimation With a Shared Representation",1.000,2025,"IEEE Transactions on Multimedia, 2025",https://ieeexplore.ieee.org/abstract/document/10836810/,"Self-supervised monocular depth estimation has been widely studied for 3D perception, as it can infer depth, pose, and object motion from monocular videos. However, existing single …",Cited by 5,"https://www.gupiaoq.com/scholar?cites=6882074114340503150&as_sdt=2005&sciodt=0,5&hl=en"
"Surround-view fisheye BEV-perception for valet parking: Dataset, baseline and distortion-insensitive multi-task framework","Zizhang Wu, Yuanzhu Gan, Xianzhi Li, Yunzhe Wu, Xiaoquan Wang, Tianhao Xu, Fan Wang","Z Wu, Y Gan, X Li, Y Wu, X Wang…",openalex,"Surround-View Fisheye BEV-Perception for Valet Parking: Dataset, Baseline and Distortion-Insensitive Multi-Task Framework",1.000,2022,"IEEE Transactions on …, 2022",https://ieeexplore.ieee.org/abstract/document/9941140/,Surround-view fisheye perception under valet parking scenes is fundamental and crucial in autonomous driving. Environmental conditions in parking lots perform differently from the …,Cited by 16,"https://www.gupiaoq.com/scholar?cites=8353648664327356722&as_sdt=2005&sciodt=0,5&hl=en"
Miper-MVS: Multi-scale iterative probability estimation with refinement for efficient multi-view stereo,"Huizhou Zhou, Haoliang Zhao, Qi Wang, Ge‐Fei Hao, Liang Lei","H Zhou, H Zhao, Q Wang, G Hao, L Lei",openalex,Miper-MVS: Multi-scale iterative probability estimation with refinement for efficient multi-view stereo,1.000,2023,"Neural Networks, 2023",https://www.sciencedirect.com/science/article/pii/S0893608023001296,"Multi-view stereo reconstruction aims to construct 3D scenes from multiple 2D images. In recent years, learning-based multi-view stereo methods have achieved significant results in …",Cited by 19,"https://www.gupiaoq.com/scholar?cites=13502119875840946686&as_sdt=2005&sciodt=0,5&hl=en"
Adu-depth: Attention-based distillation with uncertainty modeling for depth estimation,"Zizhang Wu, Zhuozheng Li, Zhigang Fan, Yunzhe Wu, Xiaoquan Wang, Rui Tang, Jian Pu","Z Wu, Z Li, ZG Fan, Y Wu, X Wang…",openalex,ADU-Depth: Attention-based Distillation with Uncertainty Modeling for Depth Estimation,1.000,2023,"Conference on robot …, 2023",https://proceedings.mlr.press/v229/wu23c.html,"Monocular depth estimation is challenging due to its inherent ambiguity and ill-posed nature, yet it is quite important to many applications. While recent works achieve limited …",Cited by 5,"https://www.gupiaoq.com/scholar?cites=569962559357252873&as_sdt=2005&sciodt=0,5&hl=en"
[HTML] Emo-mvs: Error-aware multi-scale iterative variable optimizer for efficient multi-view stereo,"Huizhou Zhou, Haoliang Zhao, Qi Wang, Liang Lei, Gefei Hao, Yusheng Xu, Zhen Ye","H Zhou, H Zhao, Q Wang, L Lei, G Hao, Y Xu, Z Ye",crossref,EMO-MVS: Error-Aware Multi-Scale Iterative Variable Optimizer for Efficient Multi-View Stereo,0.974,2022,"Remote Sensing, 2022",https://www.mdpi.com/2072-4292/14/23/6085,"Efficient dense reconstruction of objects or scenes has substantial practical implications, which can be applied to different 3D tasks (for example, robotics and autonomous driving) …",Cited by 12,"https://www.gupiaoq.com/scholar?cites=4661770848997057199&as_sdt=2005&sciodt=0,5&hl=en"
[HTML] DeepAAT: Deep Automated Aerial Triangulation for Fast UAV-based Mapping,"Zequan Chen, Jianping Li, Qusheng Li, Zhen Dong, Bisheng Yang","Z Chen, J Li, Q Li, Z Dong, B Yang",crossref,DeepAAT: Deep Automated Aerial Triangulation for Fast UAV-based mapping,0.966,2024,"International Journal of Applied Earth …, 2024",https://www.sciencedirect.com/science/article/pii/S1569843224005466,"Abstract Automated Aerial Triangulation (AAT), aiming to restore image poses and reconstruct sparse points simultaneously, plays a pivotal role in earth observation. AAT has …",Cited by 6,"https://www.gupiaoq.com/scholar?cites=6365845851499100683&as_sdt=2005&sciodt=0,5&hl=en"
On the coupling of depth and egomotion networks for self-supervised structure from motion,"Brandon Wagstaff, Valentin Peretroukhin, Jonathan Kelly","B Wagstaff, V Peretroukhin…",openalex,On the Coupling of Depth and Egomotion Networks for Self-Supervised Structure from Motion,1.000,2022,"IEEE Robotics and …, 2022",https://ieeexplore.ieee.org/abstract/document/9779468/,"Structure from motion (SfM) has recently been formulated as a self-supervised learning problem, where neural network models of depth and egomotion are learned jointly through …",Cited by 10,"https://www.gupiaoq.com/scholar?cites=1616223777554669207&as_sdt=2005&sciodt=0,5&hl=en"
[HTML] Vehicle ego-trajectory segmentation using guidance cues,"Andrei Mihalea, Adina Magda Florea","A Mihalea, AM Florea",crossref,Vehicle Ego-Trajectory Segmentation Using Guidance Cues,0.957,2024,"Applied Sciences, 2024",https://www.mdpi.com/2076-3417/14/17/7776,"Computer vision has significantly influenced recent advancements in autonomous driving by providing cutting-edge solutions for various challenges, including object detection, semantic …",Cited by 1,"https://www.gupiaoq.com/scholar?cites=16120241167125100536&as_sdt=2005&sciodt=0,5&hl=en"
Multi-view monocular depth and uncertainty prediction with deep sfm in dynamic environments,"Christian Homeyer, O. E. De Lange, Christoph Schnörr","C Homeyer, O Lange, C Schnörr",openalex,Multi-view Monocular Depth and Uncertainty Prediction with Deep SfM in Dynamic Environments,1.000,2022,"International Conference on Pattern …, 2022",https://link.springer.com/chapter/10.1007/978-3-031-09037-0_31,Abstract 3D reconstruction of depth and motion from monocular video in dynamic environments is a highly ill-posed problem due to scale ambiguities when projecting to the …,Cited by 7,"https://www.gupiaoq.com/scholar?cites=3672638743692042394&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] Toward Cooperative 3D Object Reconstruction with Multi-agent.,"Xiong Li, Zhenyu Wen, Leiqiang Zhou, Chenwei Li, Yejian Zhou, Taotao Li, Zhen Hong","X Li, Z Wen, L Zhou, C Li, Y Zhou, T Li, Z Hong",crossref,Toward Cooperative 3D Object Reconstruction with Multi-agent,0.968,2023,"ICRA, 2023",http://www.zhenyu.info/papers/ICRA.pdf,"We study the problem of object reconstruction in a multi-agent collaboration scenario. Specifically, we focus on the reconstruction of specific goals through several cooperative …",Cited by 3,"https://www.gupiaoq.com/scholar?cites=7722725255438984465&as_sdt=2005&sciodt=0,5&hl=en"
"Monocular fisheye depth estimation for automated valet parking: Dataset, baseline and deep optimizers","Zizhang Wu, Zhigang Fan, Zhuozheng Li, Jizheng Wang, Tianhao Xu, Qiang Tang, Fan Wang, Zhengbo Luo","Z Wu, ZG Fan, Z Li, J Wang, T Xu…",openalex,"Monocular Fisheye Depth Estimation for Automated Valet Parking: Dataset, Baseline and Deep Optimizers",1.000,2022,"2022 IEEE 25th …, 2022",https://ieeexplore.ieee.org/abstract/document/9922174/,"Due to the significant non-linear distortions of fisheye camera models, supervised learning techniques for monocular depth estimation usually do not generalize well when applied to …",Cited by 5,"https://www.gupiaoq.com/scholar?cites=595061624184219242&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] Self-supervised structure-from-motion through tightly-coupled depth and egomotion networks,"B Wagstaff, V Peretroukhin, J Kelly",,,,,2021,"arXiv preprint arXiv …, 2021",https://www.researchgate.net/profile/Jonathan_Kelly16/publication/352244462_Self-Supervised_Structure-from-Motion_through_Tightly-Coupled_Depth_and_Egomotion_Networks/links/6127730e38818c2eaf5f6e2d/Self-Supervised-Structure-from-Motion-through-Tightly-Coupled-Depth-and-Egomotion-Networks.pdf,Much recent literature has formulated structure-from-motion (SfM) as a selfsupervised learning problem where the goal is to jointly learn neural network models of depth and …,Cited by 3,"https://www.gupiaoq.com/scholar?cites=14042341867139396238&as_sdt=2005&sciodt=0,5&hl=en"
3D Scene Reconstruction with Explicit Geometric Modeling,"Lin, Ancheng",A Lin,page-meta,3D Scene Reconstruction with Explicit Geometric Modeling,1.000,2025,2025,https://opus.lib.uts.edu.au/handle/10453/195160,3D scene reconstruction aims to recover the geometric and visual structure of real-world environments from sensor data. Existing methods generally fall into two categories: explicit …,,
[B] Structure and Motion From Depth and Correspondence Models,S Zhu,,,,,2025,2025,https://search.proquest.com/openview/d0c3d94968b5c2cfd606b8a909b3fa04/1?pq-origsite=gscholar&cbl=18750&diss=y,"Recovering structure and motion from videos is a well-studied comprehensive 3D vision task that involves (1) image calibration,(2) two-view pose initialization, and (3) multi-view …",,
Leveraging self-supervised label generation in ego-trajectory segmentation for self-driving vehicles,"Andrei Mihalea, Adina Magda Florea","A Mihalea, AM Florea",openalex,Leveraging self-supervised label generation in ego-trajectory segmentation for self-driving vehicles,1.000,2023,"2023 25th International Symposium on …, 2023",https://ieeexplore.ieee.org/abstract/document/10522744/,"Ego-trajectory segmentation can play a crucial role in autonomous driving since it can offer valuable information for perception modules, representing a guideline about the …",Cited by 2,"https://www.gupiaoq.com/scholar?cites=14801407729568498558&as_sdt=2005&sciodt=0,5&hl=en"
MOAC: Multi-level Perception Optimizer Based on Dual Augmented Cost for Structure-from-Motion,"Peixi Wu, Ge Li, Thomas H. Li","P Wu, G Li, TH Li",openalex,MOAC: Multi-level Perception Optimizer Based on Dual Augmented Cost for Structure- from-Motion,1.000,2022,"2022 IEEE 5th International Conference on …, 2022",https://ieeexplore.ieee.org/abstract/document/9874663/,"An increasing number of methods use learning-based optimization to solve Structure-from-Motion. However, the conventional photometric cost in existing methods is susceptible to …",Cited by 1,"https://www.gupiaoq.com/scholar?cites=14461360040173933949&as_sdt=2005&sciodt=0,5&hl=en"
Intrinsic camera calibration for 3D machine vision–accuracy estimation and learned self-calibration,"Hagemann, Annika",A Hagemann,page-meta,Intrinsic camera calibration for 3D machine vision – accuracy estimation and learned self-calibration,1.000,2025,2025,https://publikationen.bibliothek.kit.edu/1000179495,"Um Kamerabilder für Techniken wie visuelle Lokalisierung, 3D-Rekonstruktion oder visuelle Odometrie nutzen zu können, ist ein genaues Projektionsmodell der Kamera erforderlich …",,
"Deep Models for Image Analysis, Synthesis and Scene Perception",R Li,,,,,2023,2023,https://search.proquest.com/openview/4741d2371706d2f88f417e248dc84503/1?pq-origsite=gscholar&cbl=18750&diss=y,"Visual analysis is a fundamental task to develop approaches to understand contents. With the advances of deep learning models, visual image synthesis plays an increasingly …",,
Structure from Motion with a Neural Network,"Gong, Jiarong",J Gong,page-meta,Structure from Motion with a Neural Network,1.000,2023,"Master's Theses in Mathematical Sciences, 2023",https://lup.lub.lu.se/student-papers/search/publication/9126530,"This project delves into the 3D reconstruction of both single and multiple rigid motions, examining the potential of deep learning methods, such as that proposed by Moran et al., to …",,
[PDF] Sparse and Dense Visual SLAM with Single-Image Depth Prediction,SY Loo,,,,,2022,2022,https://ualberta.scholaris.ca/bitstreams/cde14bd5-d491-4703-946b-90acba5a63b4/download,"In this thesis, we investigate the use of single-image depth prediction from convolutional neural networks (CNNs) in sparse and dense monocular visual simultaneous localization …",,
[PDF] Efficient Multi-view Stereo by Iterative Dynamic Cost Volume–Supplemental Materials–,"S Wang, B Li, Y Dai",,,,,,openaccess.thecvf.com,http://openaccess.thecvf.com/content/CVPR2022/supplemental/Wang_Efficient_Multi-View_Stereo_CVPR_2022_supplemental.pdf,"In this section, we describe the network architecture of our proposed initial depth prediction module (Table 1) and analyze its time and memory consumption (Table 2). Considering that …",,
