title,authors,authors_original,authors_source,authors_metadata_title,authors_match_score,year,venue,link,snippet,cited_by_text,cited_by_url
HP-Gaussian: Head Prior Guided Gaussian Splatting for Personalized Talking Head Synthesis from Few-Second Video,"Shuai Shen, Wanhua Li, Yunpeng Zhang, Weipeng Hu, Jiwen Lu, Yap-Peng Tan","S Shen, W Li, Y Zhang, W Hu, J Lu…",openalex,HP-Gaussian: Head Prior-Guided Gaussian Splatting for Personalized Talking Head Synthesis From Few-Second Video,1.000,2026,"IEEE Transactions on …, 2026",https://ieeexplore.ieee.org/abstract/document/11547886/,"Gaussian Splatting-based talking head synthesis has made significant progress in recent years, yet existing methods often struggle with generalization beyond specific training …",,
ArchitectHead: Continuous Level of Detail Control for 3D Gaussian Head Avatars,"Peizhi Yan, Rabab Ward, Qiang Tang, D. C. Shan","P Yan, R Ward, Q Tang, S Du",openalex,ArchitectHead: Continuous Level of Detail Control for 3D Gaussian Head Avatars,1.000,2026,"Proceedings of the IEEE …, 2026",https://openaccess.thecvf.com/content/WACV2026/html/Yan_ArchitectHead_Continuous_Level_of_Detail_Control_for_3D_Gaussian_Head_WACV_2026_paper.html,Abstract 3D Gaussian Splatting (3DGS) has enabled photorealistic and real-time rendering of 3D head avatars. Existing 3DGS-based avatars typically rely on tens of thousands of 3D …,,
InstantHuman: Single-image to high-fidelity 3D human in under one second,"Tianze Gao, Bo Yin, Hangtao Feng, Zhangjin Huang","T Gao, B Yin, H Feng, Z Huang",openalex,InstantHuman: Single-image to high-fidelity 3D human in under one second,1.000,2025,"Computers & Graphics, 2025",https://www.sciencedirect.com/science/article/pii/S009784932500305X,"We present InstantHuman, a novel method for high-fidelity 3D human reconstruction from a single RGB image with fast inference. Existing approaches either regress directly from 2D …",Cited by 2,"https://www.gupiaoq.com/scholar?cites=12312810924572861021&as_sdt=2005&sciodt=0,5&hl=en"
MeshLAM: Feed-Forward One-Shot Animatable Textured Mesh Avatar Reconstruction,"Yisheng He, Steven Hoi","Y He, S Hoi",openalex,MeshLAM: Feed-Forward One-Shot Animatable Textured Mesh Avatar Reconstruction,1.000,2026,"arXiv preprint arXiv:2604.22865, 2026",https://arxiv.org/abs/2604.22865,"We introduce MeshLAM, a feed-forward framework for one-shot animatable mesh head reconstruction that generates high-fidelity, animatable 3D head avatars from a single image …",,
UIKA: Fast Universal Head Avatar from Pose-Free Images,"Zijian Wu, Boyao Zhou, Liangxiao Hu, Hongyu Liu, Yuan Sun, Xuan Wang, Xun Cao, Yujun Shen, Hao Zhu","Z Wu, B Zhou, L Hu, H Liu, Y Sun, X Wang…",openalex,UIKA: Fast Universal Head Avatar from Pose-Free Images,1.000,2026,"arXiv preprint arXiv …, 2026",https://arxiv.org/abs/2601.07603,"We present UIKA, a feed-forward animatable Gaussian head model from an arbitrary number of unposed inputs, including a single image, multi-view captures, and smartphone …",Cited by 3,"https://www.gupiaoq.com/scholar?cites=3077531591232535224&as_sdt=2005&sciodt=0,5&hl=en"
ViSA: 3D-Aware Video Shading for Real-Time Upper-Body Avatar Creation,"Yang, Fan, Li, Heyuan, Li, Peihao, Yuan, Weihao, Qiu, Lingteng, Song, Chaoyue, Chen, Cheng, He, Yisheng, Zhang, Shifeng, Han, Xiaoguang, Hoi, Steven, Lin, Guosheng","F Yang, H Li, P Li, W Yuan, L Qiu, C Song…",openalex,ViSA: 3D-Aware Video Shading for Real-Time Upper-Body Avatar Creation,1.000,2025,"arXiv preprint arXiv …, 2025",https://arxiv.org/abs/2512.07720,"Generating high-fidelity upper-body 3D avatars from one-shot input image remains a significant challenge. Current 3D avatar generation methods, which rely on large …",,
SplitAvatar: One-shot Head Avatar with Autoregressive Gaussian Splitting,"Hongzhe Liao, Chuhua Xian, Hongmin Cai, Haiyang Liu, Fa-Ting Hong","H Liao, C Xian, H Cai, H Liu, FT Hong",openalex,SplitAvatar: One-shot Head Avatar with Autoregressive Gaussian Splitting,1.000,2026,"arXiv preprint arXiv:2605.25751, 2026",https://arxiv.org/abs/2605.25751,"3D Gaussian Splatting (3DGS) provides an efficient method for high-quality scene reconstruction using anisotropic Gaussians. Recently, 3DGS-based methods have …",,
""" Like Having Family Nearby"": An LLM-Powered Family-Resembling Avatar for offering Psychological Support and Training Guidance during Stroke Rehabilitation","Peixuan Xiong, Bingchen Guo, Chao Liu, Zhenyu Wang, Xian Li, Nianci Zhao, Kaishun Wu, Xian Li, Chen Gong, Yuling Wang, Mingming Fan","P Xiong, B Guo, C Liu, Z Wang, X Li, N Zhao…",openalex,"""Like Having Family Nearby"": An LLM-Powered Family-Resembling Avatar for offering Psychological Support and Training Guidance during Stroke Rehabilitation",1.000,2026,"Proceedings of the …, 2026",https://dl.acm.org/doi/abs/10.1145/3772363.3798321,"Stroke rehabilitation is prolonged and emotionally demanding, yet family members cannot provide continuous companionship or coaching. We explore a family-resembling avatar that …",,
Retrieval-Augmented Gaussian Avatars: Improving Expression Generalization,"Matan Levy, Gavriel Habib, Issar Tzachor, Dvir Samuel, Rami Ben-Ari, Nir Darshan, Or Litany, Dani Lischinski","M Levy, G Habib, I Tzachor, D Samuel…",openalex,Retrieval-Augmented Gaussian Avatars: Improving Expression Generalization,1.000,2026,"arXiv preprint arXiv …, 2026",https://arxiv.org/abs/2603.08645,"Template-free animatable head avatars can achieve high visual fidelity by learning expression-dependent facial deformation directly from a subject's capture, avoiding …",,
[HTML] Let Toon Talk: Speech-Driven 3D Cartoon Animation via Parametric Modeling and Flow Matching,"D Wang, S Cao, B Tang",,,,,2026,"Applied Sciences, 2026",https://www.mdpi.com/2076-3417/16/10/4840,"Speech-driven 3D cartoon facial animation remains underexplored due to the difficulty of handling heterogeneous geometries with exaggerated proportions, limited generalization to …",,
VRGaussianAvatar: Integrating 3D Gaussian Avatars into VR,"Hail Song, Boram Yoon, Seokhwan Yang, Seoyoung Kang, Hyunjeong Kim, Henning Metzmacher, Woontack Woo","H Song, B Yoon, S Yang, S Kang, H Kim…",openalex,VRGaussianAvatar: Integrating 3D Gaussian Avatars into VR,1.000,2026,"arXiv preprint arXiv …, 2026",https://arxiv.org/abs/2602.01674,"We present VRGaussianAvatar, an integrated system that enables real-time full-body 3D Gaussian Splatting (3DGS) avatars in virtual reality using only head-mounted display (HMD) …",Cited by 1,"https://www.gupiaoq.com/scholar?cites=6377053266750914807&as_sdt=2005&sciodt=0,5&hl=en"
"FFAvatar: Few-Shot, Feed-Forward, and Generalizable Avatar Reconstruction","Thuan Hoang Nguyen, Jiahao Luo, Yinyu Nie, Hao Li, Gordon Guocheng Qian, Jian Wang","TH Nguyen, J Luo, Y Nie, H Li, GG Qian…",openalex,"FFAvatar: Few-Shot, Feed-Forward, and Generalizable Avatar Reconstruction",1.000,2026,"arXiv preprint arXiv …, 2026",https://arxiv.org/abs/2605.15320,Avatar reconstruction has traditionally relied on per-subject optimization that requires hours of computation or on expensive preprocessing that limits scalability. We introduce FFAvatar …,,
GeoReFace: Geometrically‐Consistent 3D Facial Retargeting via Dual‐Domain Adaptive Normalization,"Ziyuan Feng, Xuxin Lin, Xiaoyuan Yu, Qiuyi Xu, Ajian Liu, Yanyan Liang","Z Feng, X Lin, X Yu, Q Xu, A Liu…",openalex,GeoReFace: Geometrically‐Consistent 3D Facial Retargeting via Dual‐Domain Adaptive Normalization,1.000,2026,"IET Image Processing, 2026",https://ietresearch.onlinelibrary.wiley.com/doi/abs/10.1049/ipr2.70358,High‐fidelity 3D facial retargeting requires transferring a source expression to a target face while preserving identity and geometric plausibility. Most existing methods rely on explicit …,,
Using Gaussian Splats to Create High-Fidelity Facial Geometry and Texture,"He, Haodi, Yu, Jihun, Fedkiw, Ronald","H He, J Yu, R Fedkiw",openalex,Using Gaussian Splats to Create High-Fidelity Facial Geometry and Texture,1.000,2025,"arXiv preprint arXiv:2512.16397, 2025",https://arxiv.org/abs/2512.16397,We leverage increasingly popular three-dimensional neural representations in order to construct a unified and consistent explanation of a collection of uncalibrated images of the …,,
One-shot Compositional 3D Head Avatars with Deformable Hair,"Yuan Sun, Xuan Wang, WeiLi Zhang, Wenxuan Zhang, Yu Guo, Fei Wang","Y Sun, X Wang, WL Zhang, W Zhang, Y Guo…",openalex,One-shot Compositional 3D Head Avatars with Deformable Hair,1.000,2026,"arXiv preprint arXiv …, 2026",https://arxiv.org/abs/2604.14782,We propose a compositional method for constructing a complete 3D head avatar from a single image. Prior one-shot holistic approaches frequently fail to produce realistic hair …,,
LiftAvatar: Kinematic-Space Completion for Expression-Controlled 3D Gaussian Avatar Animation,"Hualiang Wei, Shunran Jia, Jialun Liu, Li, Wenhui","H Wei, S Jia, J Liu, W Li",openalex,LiftAvatar: Kinematic-Space Completion for Expression-Controlled 3D Gaussian Avatar Animation,1.000,2026,"arXiv preprint arXiv:2603.02129, 2026",https://arxiv.org/abs/2603.02129,"We present LiftAvatar, a new paradigm that completes sparse monocular observations in kinematic space (eg, facial expressions and head pose) and uses the completed signals to …",,
Generalizable and Animatable 3D Full-Head Gaussian Avatar from a Single Image,"Zhao, Shuling, Xu, Dan","S Zhao, D Xu",page-meta,Generalizable and Animatable 3D Full-Head Gaussian Avatar from a Single Image,1.000,2026,"arXiv preprint arXiv:2601.12770, 2026",https://arxiv.org/abs/2601.12770,Building 3D animatable head avatars from a single image is an important yet challenging problem. Existing methods generally collapse under large camera pose variations …,,
Any3DAvatar: Fast and High-Quality Full-Head 3D Avatar Reconstruction from Single Portrait Image,"Yujie Gao, Yao Xiao, Xiangnan Zhu, Ya Li, Yiyi Zhang, Liqing Zhang, Jianfu Zhang","Y Gao, Y Xiao, X Zhu, Y Li, Y Zhang, L Zhang…",openalex,Any3DAvatar: Fast and High-Quality Full-Head 3D Avatar Reconstruction from Single Portrait Image,1.000,2026,"arXiv preprint arXiv …, 2026",https://arxiv.org/abs/2604.13856,Reconstructing a complete 3D head from a single portrait remains challenging because existing methods still face a sharp quality-speed trade-off: high-fidelity pipelines often rely on …,,
HiAvatar: High-Fidelity Animatable Head Avatar,"Qiang Ma, Suping Wu, Sheng Yang, Weibin Qiu, Feng Liu, Zhaocheng Jin, Hao Xu","Q Ma, S Wu, S Yang, W Qiu, F Liu, Z Jin…",openalex,HiAvatar: High-Fidelity Animatable Head Avatar,1.000,2026,"… Conference on Multimedia …, 2026",https://link.springer.com/chapter/10.1007/978-981-95-6960-1_40,"Existing head avatar animation methods often encounter critical limitations in facial expression transfer, particularly in preserving fine-grained facial details, maintaining high …",,
From Blurry to Believable: Enhancing Low-quality Talking Heads with 3D Generative Priors,"Ding-Jiun Huang, Yuanhao Wang, Shao-Ji Yuan, Albert Mosella-Montoro, Francisco Vicente Carrasco, Cheng Zhang, Fernando De la Torre","DJ Huang, Y Wang, SJ Yuan…",openalex,From Blurry to Believable: Enhancing Low-quality Talking Heads with 3D Generative Priors,1.000,2026,"arXiv preprint arXiv …, 2026",https://arxiv.org/abs/2602.06122,"Creating high-fidelity, animatable 3D talking heads is crucial for immersive applications, yet often hindered by the prevalence of low-quality image or video sources, which yield poor 3D …",Cited by 1,"https://www.gupiaoq.com/scholar?cites=3774434223153466916&as_sdt=2005&sciodt=0,5&hl=en"
HIGH-AVATAR: Hierarchical Representation for One-shot Gaussian Head Avatar,"Jianqiang Ren, Lin Liu","J Ren, L Liu",page-meta,HIGH-AVATAR: Hierarchical Representation for One-shot Gaussian Head Avatar,1.000,,openreview.net,https://openreview.net/forum?id=xrjgNjckVB,"We propose HIGH-Avatar, a novel one-shot method that leverages a $\textbf {HI} $ erarchical representation for animatable 3D $\textbf {G} $ aussian $\textbf {H} $ ead …",,
GenFaceTalk: Generalizable One-Shot Talking-Head Generation for Diverse Styles,"Fang Liu, Zhaoxu Sun, Hanlin Yan","F Liu, Z Sun, H Yan",page-meta,GenFaceTalk: Generalizable One-Shot Talking-Head Generation for Diverse Styles,1.000,,openreview.net,https://openreview.net/forum?id=pHCetk0F8m,"One-shot 3D talking-head synthesis aims to generate realistic 3D facial animations from a single portrait image, driven by audio or video inputs. While recent advances in 3D-aware …",,
